Frequency (Hz)	Level (dB)
10975.204468	-111.196701
10975.877380	-101.355202
10976.550293	-101.292435
10977.223206	-110.077370
10977.896118	-98.997375
10978.569031	-95.772797
10979.241943	-95.709320
10979.914856	-93.453865
10980.587769	-97.024094
10981.260681	-109.509666
10981.933594	-110.983673
10982.606506	-102.957413
10983.279419	-96.711571
10983.952332	-91.175339
10984.625244	-93.492233
10985.298157	-113.316422
10985.971069	-98.970535
10986.643982	-94.452499
10987.316895	-94.347137
10987.989807	-95.524315
10988.662720	-95.856598
10989.335632	-96.925262
10990.008545	-105.167381
10990.681458	-97.267197
10991.354370	-92.114334
10992.027283	-94.048904
10992.700195	-99.614616
10993.373108	-99.650909
10994.046021	-98.680702
10994.718933	-95.684479
10995.391846	-99.425285
10996.064758	-93.197121
10996.737671	-93.079674
10997.410583	-96.470932
10998.083496	-98.174622
10998.756409	-85.890198
10999.429321	-90.794884
11000.102234	-92.592964
11000.775146	-89.228203
11001.448059	-86.469147
11002.120972	-85.559006
11002.793884	-90.206726
11003.466797	-90.055786
11004.139709	-84.387840
11004.812622	-79.680435
11005.485535	-80.213432
11006.158447	-83.422112
11006.831360	-88.381599
11007.504272	-91.407112
11008.177185	-99.240990
11008.850098	-97.401184
11009.523010	-93.275848
11010.195923	-90.137589
11010.868835	-94.388336
11011.541748	-95.592659
11012.214661	-96.061325
11012.887573	-99.358192
11013.560486	-110.113129
11014.233398	-98.741135
11014.906311	-90.082024
11015.579224	-92.211342
11016.252136	-91.706863
11016.925049	-96.801819
11017.597961	-86.132095
11018.270874	-83.731712
11018.943787	-92.772621
11019.616699	-97.752701
11020.289612	-89.732796
11020.962524	-90.292313
11021.635437	-90.629875
11022.308350	-86.916718
11022.981262	-89.561417
11023.654175	-92.823616
11024.327087	-88.708244
11025.000000	-93.028091
11025.672913	-93.344009
11026.345825	-89.096085
11027.018738	-86.717682
11027.691650	-89.829361
11028.364563	-94.986641
11029.037476	-99.779099
11029.710388	-101.155029
11030.383301	-100.725708
11031.056213	-104.202545
11031.729126	-102.479340
11032.402039	-98.886368
11033.074951	-93.603668
11033.747864	-92.804573
11034.420776	-97.585953
11035.093689	-95.143250
11035.766602	-95.484489
11036.439514	-98.915016
11037.112427	-104.109863
11037.785339	-96.402397
11038.458252	-96.425499
11039.131165	-93.679176
11039.804077	-91.689362
11040.476990	-92.435104
11041.149902	-95.581551
11041.822815	-98.839546
11042.495728	-96.705528
11043.168640	-106.644661
11043.841553	-97.097610
11044.514465	-103.582550
11045.187378	-102.269478
11045.860291	-106.859344
11046.533203	-99.688324
11047.206116	-108.906837
11047.879028	-109.721558
11048.551941	-98.164085
11049.224854	-97.285919
11049.897766	-102.191101
11050.570679	-97.090126
11051.243591	-100.465431
11051.916504	-103.051521
11052.589417	-104.470634
11053.262329	-101.650665
11053.935242	-103.258736
11054.608154	-105.618378
11055.281067	-105.909050
11055.953979	-109.162064
11056.626892	-101.396080
11057.299805	-100.973663
11057.972717	-105.083878
11058.645630	-102.650383
11059.318542	-103.872437
11059.991455	-105.073822
11060.664368	-105.504623
11061.337280	-99.697968
11062.010193	-99.486816
11062.683105	-110.459717
11063.356018	-104.281158
11064.028931	-99.986458
11064.701843	-97.145096
11065.374756	-101.505669
11066.047668	-104.552727
11066.720581	-98.238937
11067.393494	-98.530899
11068.066406	-107.835915
11068.739319	-109.152588
11069.412231	-101.374702
11070.085144	-99.345284
11070.758057	-102.654160
11071.430969	-94.832245
11072.103882	-100.020332
11072.776794	-102.679169
11073.449707	-104.356247
11074.122620	-98.804817
11074.795532	-99.406540
11075.468445	-107.977455
11076.141357	-103.393433
11076.814270	-108.895241
11077.487183	-102.263115
11078.160095	-101.418396
11078.833008	-106.305748
11079.505920	-104.643898
11080.178833	-105.395248
11080.851746	-102.595100
11081.524658	-101.168221
11082.197571	-98.755684
11082.870483	-97.106010
11083.543396	-104.017830
11084.216309	-114.007736
11084.889221	-110.331085
11085.562134	-108.309837
11086.235046	-105.293365
11086.907959	-104.926529
11087.580872	-102.402054
11088.253784	-100.598068
11088.926697	-98.529579
11089.599609	-102.746758
11090.272522	-102.849167
11090.945435	-99.253075
11091.618347	-106.046844
11092.291260	-109.577621
11092.964172	-100.307922
11093.637085	-101.615448
11094.309998	-103.463997
11094.982910	-113.459953
11095.655823	-104.553345
11096.328735	-100.883942
11097.001648	-106.634293
11097.674561	-105.949600
11098.347473	-98.228027
11099.020386	-102.129074
11099.693298	-118.267822
11100.366211	-105.491325
11101.039124	-108.298141
11101.712036	-107.692879
11102.384949	-111.331993
11103.057861	-102.474358
11103.730774	-112.927551
11104.403687	-101.683914
11105.076599	-111.513084
11105.749512	-108.298332
11106.422424	-110.490555
11107.095337	-104.948433
11107.768250	-109.033401
11108.441162	-107.754684
11109.114075	-102.671394
11109.786987	-100.316910
11110.459900	-106.816986
11111.132812	-101.244835
11111.805725	-99.648399
11112.478638	-106.305618
11113.151550	-110.650925
11113.824463	-99.591736
11114.497375	-95.467842
11115.170288	-97.196579
11115.843201	-103.176949
11116.516113	-103.090187
11117.189026	-112.366081
11117.861938	-106.865898
11118.534851	-119.032936
11119.207764	-100.090424
11119.880676	-116.791092
11120.553589	-107.711868
11121.226501	-98.169960
11121.899414	-108.153976
11122.572327	-96.880203
11123.245239	-93.088158
11123.918152	-95.575912
11124.591064	-105.097710
11125.263977	-103.840401
11125.936890	-106.957680
11126.609802	-102.809540
11127.282715	-102.260796
11127.955627	-108.194534
11128.628540	-108.705299
11129.301453	-99.839134
11129.974365	-96.537453
11130.647278	-98.782097
11131.320190	-106.681107
11131.993103	-96.843849
11132.666016	-97.168236
11133.338928	-107.492439
11134.011841	-107.808357
11134.684753	-107.246674
11135.357666	-108.006729
11136.030579	-108.081749
11136.703491	-103.996056
11137.376404	-105.139931
11138.049316	-101.162636
11138.722229	-97.554977
11139.395142	-101.672607
11140.068054	-99.389626
11140.740967	-96.691185
11141.413879	-95.856216
11142.086792	-126.588448
11142.759705	-98.119179
11143.432617	-106.422073
11144.105530	-108.580536
11144.778442	-122.558083
11145.451355	-106.358925
11146.124268	-107.638199
11146.797180	-102.962334
11147.470093	-94.406136
11148.143005	-95.696358
11148.815918	-103.065094
11149.488831	-107.311806
11150.161743	-104.445343
11150.834656	-107.162773
11151.507568	-105.226303
11152.180481	-99.411850
11152.853394	-99.963898
11153.526306	-100.543541
11154.199219	-96.503227
11154.872131	-100.017654
11155.545044	-107.782890
11156.217957	-105.086357
11156.890869	-108.043289
11157.563782	-105.471153
11158.236694	-103.583801
11158.909607	-100.368652
11159.582520	-109.465851
11160.255432	-105.686668
11160.928345	-117.814049
11161.601257	-109.006241
11162.274170	-107.376152
11162.947083	-100.002197
11163.619995	-101.697212
11164.292908	-99.505745
11164.965820	-98.994812
11165.638733	-109.265556
11166.311646	-107.051666
11166.984558	-102.051338
11167.657471	-99.604225
11168.330383	-99.262611
11169.003296	-99.604836
11169.676208	-94.616676
11170.349121	-98.905464
11171.022034	-101.559525
11171.694946	-99.426186
11172.367859	-102.496704
11173.040771	-101.447922
11173.713684	-100.699203
11174.386597	-102.493095
11175.059509	-96.142387
11175.732422	-97.616570
11176.405334	-103.139565
11177.078247	-114.965401
11177.751160	-104.655769
11178.424072	-100.698463
11179.096985	-100.774742
11179.769897	-107.503265
11180.442810	-107.683716
11181.115723	-105.929382
11181.788635	-101.285049
11182.461548	-102.169380
11183.134460	-101.589844
11183.807373	-102.431229
11184.480286	-121.342415
11185.153198	-105.186661
11185.826111	-98.866364
11186.499023	-98.661690
11187.171936	-100.761894
11187.844849	-104.385368
11188.517761	-111.983284
11189.190674	-102.066521
11189.863586	-107.095367
11190.536499	-103.747620
11191.209412	-96.745987
11191.882324	-102.735275
11192.555237	-110.745201
11193.228149	-105.100929
11193.901062	-101.784058
11194.573975	-103.665436
11195.246887	-107.410873
11195.919800	-104.551834
11196.592712	-105.013649
11197.265625	-104.548645
11197.938538	-93.014961
11198.611450	-89.942703
11199.284363	-94.489365
11199.957275	-95.385956
11200.630188	-98.022270
11201.303101	-99.274727
11201.976013	-98.832184
11202.648926	-95.930939
11203.321838	-90.645531
11203.994751	-93.154289
11204.667664	-93.329659
11205.340576	-95.770943
11206.013489	-94.316788
11206.686401	-98.937531
11207.359314	-88.509071
11208.032227	-90.022377
11208.705139	-92.368561
11209.378052	-89.608131
11210.050964	-90.769989
11210.723877	-93.835251
11211.396790	-100.524971
11212.069702	-97.131310
11212.742615	-94.248672
11213.415527	-92.792267
11214.088440	-102.119087
11214.761353	-93.401581
11215.434265	-91.736038
11216.107178	-94.958244
11216.780090	-92.141319
11217.453003	-95.370079
11218.125916	-96.949615
11218.798828	-98.887665
11219.471741	-97.036583
11220.144653	-91.486435
11220.817566	-92.889915
11221.490479	-93.141731
11222.163391	-93.410278
11222.836304	-90.967514
11223.509216	-95.441719
11224.182129	-93.758499
11224.855042	-88.075119
11225.527954	-90.664612
11226.200867	-89.435173
11226.873779	-83.900703
11227.546692	-86.066132
11228.219604	-102.583160
11228.892517	-94.159462
11229.565430	-96.889465
11230.238342	-96.939087
11230.911255	-90.894020
11231.584167	-88.806480
11232.257080	-92.985039
11232.929993	-94.295570
11233.602905	-91.335045
11234.275818	-102.204247
11234.948730	-107.530373
11235.621643	-97.336037
11236.294556	-91.903923
11236.967468	-94.520889
11237.640381	-98.320045
11238.313293	-95.430504
11238.986206	-96.874718
11239.659119	-95.539558
11240.332031	-96.740479
11241.004944	-100.467018
11241.677856	-98.519806
11242.350769	-92.436806
11243.023682	-91.196198
11243.696594	-88.149872
11244.369507	-89.026360
11245.042419	-96.730522
11245.715332	-98.386513
11246.388245	-98.093201
11247.061157	-107.267334
11247.734070	-110.153999
11248.406982	-98.493530
11249.079895	-91.915260
11249.752808	-92.505081
11250.425720	-97.022705
11251.098633	-105.597099
11251.771545	-104.375778
11252.444458	-104.207397
11253.117371	-107.305717
11253.790283	-106.816360
11254.463196	-102.130211
11255.136108	-98.153564
11255.809021	-96.270027
11256.481934	-97.892303
11257.154846	-95.631271
11257.827759	-95.896866
11258.500671	-101.766350
11259.173584	-104.164177
11259.846497	-102.810112
11260.519409	-99.732246
11261.192322	-97.418129
11261.865234	-97.082176
11262.538147	-96.120155
11263.211060	-106.264915
11263.883972	-101.873886
11264.556885	-108.473778
11265.229797	-105.478188
11265.902710	-102.619728
11266.575623	-112.578194
11267.248535	-106.227249
11267.921448	-109.082191
11268.594360	-95.761414
11269.267273	-96.713913
11269.940186	-102.408745
11270.613098	-119.735886
11271.286011	-109.036034
11271.958923	-106.788071
11272.631836	-101.458786
11273.304749	-99.392586
11273.977661	-97.105286
11274.650574	-96.775429
11275.323486	-99.588409
11275.996399	-112.062614
11276.669312	-112.563896
11277.342224	-102.505287
11278.015137	-100.178902
11278.688049	-100.749687
11279.360962	-102.977348
11280.033875	-106.048744
11280.706787	-105.953911
11281.379700	-98.172218
11282.052612	-100.345360
11282.725525	-100.025627
11283.398438	-95.833664
11284.071350	-100.586510
11284.744263	-101.420067
11285.417175	-101.435669
11286.090088	-104.737778
11286.763000	-105.533905
11287.435913	-104.315643
11288.108826	-103.580910
11288.781738	-105.753601
11289.454651	-102.588722
11290.127563	-115.579681
11290.800476	-97.232491
11291.473389	-97.925728
11292.146301	-122.296837
11292.819214	-108.514053
11293.492126	-103.217552
11294.165039	-100.701714
11294.837952	-102.378441
11295.510864	-105.224442
11296.183777	-107.987297
11296.856689	-109.741425
11297.529602	-101.996605
11298.202515	-101.609337
11298.875427	-98.978584
11299.548340	-98.079262
11300.221252	-98.361778
11300.894165	-99.326233
11301.567078	-102.786407
11302.239990	-115.337761
11302.912903	-109.264404
11303.585815	-111.300598
11304.258728	-108.473450
11304.931641	-112.358589
11305.604553	-112.802361
11306.277466	-111.657455
11306.950378	-105.652061
11307.623291	-103.289886
11308.296204	-111.585091
11308.969116	-108.204041
11309.642029	-100.517578
11310.314941	-109.454697
11310.987854	-108.270569
11311.660767	-104.466629
11312.333679	-103.523720
11313.006592	-124.099106
11313.679504	-107.315529
11314.352417	-111.093407
11315.025330	-106.310478
11315.698242	-102.519356
11316.371155	-104.966324
11317.044067	-106.533531
11317.716980	-100.598801
11318.389893	-102.782127
11319.062805	-103.407303
11319.735718	-98.066498
11320.408630	-105.876106
11321.081543	-117.125114
11321.754456	-105.122383
11322.427368	-100.777771
11323.100281	-101.695374
11323.773193	-106.773735
11324.446106	-104.068962
11325.119019	-101.401161
11325.791931	-103.851151
11326.464844	-107.401802
11327.137756	-109.825226
11327.810669	-102.722862
11328.483582	-103.180672
11329.156494	-112.729095
11329.829407	-108.131332
11330.502319	-103.402664
11331.175232	-108.390480
11331.848145	-110.836105
11332.521057	-106.227119
11333.193970	-119.358833
11333.866882	-106.208862
11334.539795	-108.864929
11335.212708	-103.485252
11335.885620	-99.263130
11336.558533	-95.704552
11337.231445	-97.059105
11337.904358	-100.909119
11338.577271	-106.660675
11339.250183	-108.942314
11339.923096	-114.243866
11340.596008	-108.484039
11341.268921	-113.987335
11341.941833	-106.400162
11342.614746	-102.128731
11343.287659	-104.784683
11343.960571	-105.401131
11344.633484	-105.249191
11345.306396	-100.719566
11345.979309	-102.302742
11346.652222	-101.663223
11347.325134	-100.257172
11347.998047	-111.926193
11348.670959	-103.720505
11349.343872	-100.389496
11350.016785	-101.362923
11350.689697	-101.275131
11351.362610	-94.342560
11352.035522	-96.440262
11352.708435	-106.963783
11353.381348	-101.419586
11354.054260	-97.053917
11354.727173	-100.188019
11355.400085	-100.872169
11356.072998	-100.480820
11356.745911	-100.333092
11357.418823	-100.922958
11358.091736	-110.526039
11358.764648	-104.897865
11359.437561	-103.127617
11360.110474	-102.768021
11360.783386	-101.868065
11361.456299	-103.494408
11362.129211	-111.339722
11362.802124	-109.397560
11363.475037	-105.066330
11364.147949	-103.987602
11364.820862	-107.820404
11365.493774	-110.052505
11366.166687	-103.762543
11366.839600	-105.632477
11367.512512	-111.232582
11368.185425	-109.017441
11368.858337	-102.854179
11369.531250	-100.675613
11370.204163	-103.042160
11370.877075	-104.272682
11371.549988	-101.646599
11372.222900	-98.746300
11372.895813	-98.201309
11373.568726	-106.814507
11374.241638	-109.419281
11374.914551	-102.712730
11375.587463	-104.717262
11376.260376	-118.078667
11376.933289	-102.127731
11377.606201	-101.735489
11378.279114	-116.785255
11378.952026	-106.827522
11379.624939	-99.867432
11380.297852	-99.940079
11380.970764	-109.519241
11381.643677	-107.832535
11382.316589	-113.731316
11382.989502	-117.907516
11383.662415	-106.591942
11384.335327	-104.344177
11385.008240	-102.402466
11385.681152	-106.340988
11386.354065	-107.130775
11387.026978	-103.932411
11387.699890	-100.552513
11388.372803	-102.303787
11389.045715	-114.573898
11389.718628	-105.066338
11390.391541	-104.626305
11391.064453	-105.801102
11391.737366	-107.326126
11392.410278	-102.739868
11393.083191	-103.111000
11393.756104	-105.999596
11394.429016	-110.701897
11395.101929	-101.539986
11395.774841	-104.482254
11396.447754	-106.159554
11397.120667	-109.776749
11397.793579	-105.716537
11398.466492	-98.180458
11399.139404	-103.385704
11399.812317	-105.520874
11400.485229	-102.137405
11401.158142	-103.364326
11401.831055	-108.396927
11402.503967	-104.460426
11403.176880	-121.062866
11403.849792	-99.120865
11404.522705	-99.056000
11405.195618	-107.752571
11405.868530	-104.881447
11406.541443	-100.210686
11407.214355	-100.170135
11407.887268	-113.174553
11408.560181	-108.896210
11409.233093	-107.198853
11409.906006	-102.869072
11410.578918	-109.152527
11411.251831	-99.111626
11411.924744	-97.215515
11412.597656	-97.881241
11413.270569	-100.934311
11413.943481	-99.919548
11414.616394	-97.785576
11415.289307	-100.017250
11415.962219	-106.205612
11416.635132	-103.801552
11417.308044	-96.547302
11417.980957	-102.211075
11418.653870	-105.616966
11419.326782	-115.531792
11419.999695	-101.245079
11420.672607	-109.320763
11421.345520	-98.824600
11422.018433	-105.047386
11422.691345	-108.484375
11423.364258	-101.760284
11424.037170	-105.104996
11424.710083	-101.171608
11425.382996	-98.686546
11426.055908	-103.280052
11426.728821	-113.122467
11427.401733	-107.991615
11428.074646	-112.689095
11428.747559	-117.834785
11429.420471	-99.946892
11430.093384	-105.388557
11430.766296	-99.411270
11431.439209	-96.841988
11432.112122	-105.458847
11432.785034	-94.010025
11433.457947	-93.947266
11434.130859	-96.350655
11434.803772	-97.088036
11435.476685	-95.139587
11436.149597	-91.204453
11436.822510	-95.384216
11437.495422	-98.984451
11438.168335	-101.764229
11438.841248	-95.961060
11439.514160	-93.958672
11440.187073	-114.215034
11440.859985	-97.799988
11441.532898	-94.168282
11442.205811	-90.701790
11442.878723	-92.277039
11443.551636	-91.395760
11444.224548	-85.321877
11444.897461	-83.064590
11445.570374	-90.192055
11446.243286	-96.791451
11446.916199	-88.530853
11447.589111	-91.132584
11448.262024	-91.502518
11448.934937	-89.102112
11449.607849	-116.489906
11450.280762	-101.437500
11450.953674	-97.113770
11451.626587	-101.418350
11452.299500	-104.506721
11452.972412	-97.683205
11453.645325	-92.701454
11454.318237	-102.196815
11454.991150	-103.667305
11455.664062	-96.685493
11456.336975	-96.191597
11457.009888	-99.641632
11457.682800	-109.660767
11458.355713	-106.198189
11459.028625	-113.237259
11459.701538	-98.526390
11460.374451	-96.273247
11461.047363	-92.035576
11461.720276	-92.976387
11462.393188	-97.182396
11463.066101	-96.510872
11463.739014	-91.806458
11464.411926	-97.687508
11465.084839	-99.960251
11465.757751	-96.363998
11466.430664	-101.045700
11467.103577	-100.836708
11467.776489	-92.705200
11468.449402	-93.227737
11469.122314	-104.585068
11469.795227	-101.907867
11470.468140	-97.977783
11471.141052	-93.376595
11471.813965	-93.958519
11472.486877	-97.045448
11473.159790	-97.795410
11473.832703	-95.382263
11474.505615	-96.139977
11475.178528	-108.043320
11475.851440	-103.019867
11476.524353	-98.860291
11477.197266	-97.259705
11477.870178	-99.924835
11478.543091	-102.799103
11479.216003	-114.966942
11479.888916	-107.976349
11480.561829	-98.708557
11481.234741	-94.287575
11481.907654	-97.028969
11482.580566	-107.418144
11483.253479	-103.735474
11483.926392	-98.701141
11484.599304	-100.658310
11485.272217	-105.356163
11485.945129	-100.546967
11486.618042	-97.405144
11487.290955	-96.107018
11487.963867	-98.733192
11488.636780	-100.183159
11489.309692	-98.815483
11489.982605	-100.756416
11490.655518	-121.057549
11491.328430	-107.798004
11492.001343	-113.100632
11492.674255	-98.410629
11493.347168	-96.121651
11494.020081	-97.450165
11494.692993	-103.663269
11495.365906	-106.537964
11496.038818	-103.201691
11496.711731	-104.597908
11497.384644	-107.302826
11498.057556	-98.943703
11498.730469	-100.339622
11499.403381	-103.716431
11500.076294	-102.443802
11500.749207	-100.809883
11501.422119	-102.668343
11502.095032	-100.691048
11502.767944	-104.718147
11503.440857	-107.066032
11504.113770	-101.075378
11504.786682	-99.149788
11505.459595	-95.810318
11506.132507	-96.776062
11506.805420	-101.176956
11507.478333	-103.364143
11508.151245	-116.182854
11508.824158	-114.162384
11509.497070	-96.437614
11510.169983	-96.047935
11510.842896	-100.236938
11511.515808	-96.813179
11512.188721	-94.411789
11512.861633	-95.006927
11513.534546	-97.843315
11514.207458	-95.179169
11514.880371	-96.698746
11515.553284	-95.437675
11516.226196	-94.560364
11516.899109	-110.911476
11517.572021	-98.057068
11518.244934	-121.472847
11518.917847	-96.685539
11519.590759	-99.326080
11520.263672	-104.842438
11520.936584	-99.768738
11521.609497	-104.717209
11522.282410	-95.769066
11522.955322	-93.958321
11523.628235	-101.716408
11524.301147	-98.272491
11524.974060	-92.035545
11525.646973	-89.391747
11526.319885	-93.698380
11526.992798	-101.253960
11527.665710	-91.567207
11528.338623	-88.127121
11529.011536	-93.783554
11529.684448	-100.257874
11530.357361	-94.560280
11531.030273	-104.723335
11531.703186	-105.015068
11532.376099	-95.071404
11533.049011	-89.797760
11533.721924	-90.658157
11534.394836	-92.135139
11535.067749	-102.876373
11535.740662	-93.222450
11536.413574	-97.275589
11537.086487	-94.219124
11537.759399	-91.358864
11538.432312	-92.913002
11539.105225	-103.035774
11539.778137	-127.025360
11540.451050	-104.026840
11541.123962	-98.174110
11541.796875	-90.648399
11542.469788	-92.695663
11543.142700	-95.541992
11543.815613	-96.122482
11544.488525	-97.296532
11545.161438	-90.699715
11545.834351	-89.532219
11546.507263	-97.930351
11547.180176	-93.074806
11547.853088	-91.258698
11548.526001	-91.226456
11549.198914	-99.292900
11549.871826	-104.647789
11550.544739	-101.300636
11551.217651	-98.661774
11551.890564	-114.972939
11552.563477	-97.339668
11553.236389	-92.891808
11553.909302	-91.177170
11554.582214	-88.497551
11555.255127	-88.463058
11555.928040	-84.368469
11556.600952	-85.130089
11557.273865	-92.240356
11557.946777	-94.037445
11558.619690	-91.338394
11559.292603	-91.629433
11559.965515	-92.466904
11560.638428	-95.308968
11561.311340	-93.949181
11561.984253	-98.627838
11562.657166	-99.202553
11563.330078	-101.389458
11564.002991	-104.468468
11564.675903	-105.191345
11565.348816	-110.824471
11566.021729	-108.100838
11566.694641	-104.958031
11567.367554	-94.728989
11568.040466	-96.866592
11568.713379	-97.539009
11569.386292	-96.831947
11570.059204	-96.239220
11570.732117	-96.284103
11571.405029	-96.714592
11572.077942	-96.473831
11572.750854	-95.526268
11573.423767	-94.961098
11574.096680	-99.220284
11574.769592	-99.599617
11575.442505	-92.742119
11576.115417	-96.187233
11576.788330	-105.487633
11577.461243	-107.301056
11578.134155	-101.460327
11578.807068	-120.291618
11579.479980	-109.865387
11580.152893	-112.249054
11580.825806	-104.745247
11581.498718	-105.824181
11582.171631	-119.149208
11582.844543	-104.887024
11583.517456	-104.927658
11584.190369	-105.423828
11584.863281	-107.036301
11585.536194	-108.158264
11586.209106	-104.505127
11586.882019	-102.096291
11587.554932	-104.265038
11588.227844	-105.855164
11588.900757	-102.569313
11589.573669	-108.064079
11590.246582	-100.210876
11590.919495	-96.483147
11591.592407	-96.805145
11592.265320	-101.179146
11592.938232	-101.313873
11593.611145	-100.266647
11594.284058	-101.748238
11594.956970	-107.753426
11595.629883	-104.199348
11596.302795	-101.167664
11596.975708	-97.520584
11597.648621	-99.664635
11598.321533	-105.610123
11598.994446	-106.753540
11599.667358	-97.523918
11600.340271	-95.422791
11601.013184	-101.609932
11601.686096	-111.569366
11602.359009	-98.847900
11603.031921	-97.571655
11603.704834	-98.090652
11604.377747	-107.948494
11605.050659	-105.003006
11605.723572	-108.122643
11606.396484	-101.904953
11607.069397	-100.326668
11607.742310	-105.114761
11608.415222	-112.755951
11609.088135	-104.803223
11609.761047	-112.114426
11610.433960	-99.402168
11611.106873	-96.896309
11611.779785	-101.316078
11612.452698	-103.790154
11613.125610	-110.068954
11613.798523	-107.729240
11614.471436	-101.796043
11615.144348	-98.206818
11615.817261	-107.958344
11616.490173	-110.932625
11617.163086	-99.210968
11617.835999	-100.574310
11618.508911	-117.967476
11619.181824	-100.668823
11619.854736	-102.517883
11620.527649	-102.915611
11621.200562	-107.441551
11621.873474	-110.759552
11622.546387	-105.992348
11623.219299	-107.651237
11623.892212	-100.831329
11624.565125	-97.332726
11625.238037	-101.559113
11625.910950	-116.320732
11626.583862	-100.389702
11627.256775	-103.677353
11627.929688	-100.973236
11628.602600	-99.084747
11629.275513	-110.808884
11629.948425	-100.840111
11630.621338	-102.388138
11631.294250	-98.830399
11631.967163	-101.050285
11632.640076	-105.955086
11633.312988	-111.622627
11633.985901	-100.948608
11634.658813	-94.952042
11635.331726	-102.494972
11636.004639	-97.719025
11636.677551	-95.438454
11637.350464	-99.898285
11638.023376	-102.449364
11638.696289	-97.763954
11639.369202	-92.907959
11640.042114	-95.586700
11640.715027	-106.370422
11641.387939	-111.110062
11642.060852	-107.013840
11642.733765	-97.746941
11643.406677	-100.972580
11644.079590	-108.335091
11644.752502	-104.928650
11645.425415	-103.484413
11646.098328	-110.319695
11646.771240	-102.368385
11647.444153	-103.861145
11648.117065	-99.149017
11648.789978	-93.860878
11649.462891	-96.393753
11650.135803	-96.304428
11650.808716	-91.445694
11651.481628	-93.211464
11652.154541	-104.940483
11652.827454	-103.601357
11653.500366	-93.527718
11654.173279	-95.660965
11654.846191	-97.959106
11655.519104	-92.602882
11656.192017	-90.877930
11656.864929	-97.758713
11657.537842	-100.194763
11658.210754	-92.735085
11658.883667	-90.551231
11659.556580	-96.001328
11660.229492	-90.224365
11660.902405	-89.843903
11661.575317	-96.010666
11662.248230	-93.464775
11662.921143	-99.539528
11663.594055	-102.608727
11664.266968	-92.293266
11664.939880	-87.027962
11665.612793	-87.520508
11666.285706	-88.133354
11666.958618	-91.841324
11667.631531	-91.600555
11668.304443	-89.342010
11668.977356	-88.574226
11669.650269	-93.069832
11670.323181	-105.996803
11670.996094	-95.921188
11671.669006	-95.528992
11672.341919	-97.891510
11673.014832	-96.249641
11673.687744	-100.516182
11674.360657	-108.914024
11675.033569	-105.607513
11675.706482	-100.029327
11676.379395	-104.001648
11677.052307	-110.599075
11677.725220	-101.034554
11678.398132	-117.745514
11679.071045	-103.313805
11679.743958	-102.600426
11680.416870	-96.359596
11681.089783	-94.794579
11681.762695	-92.899979
11682.435608	-104.820915
11683.108521	-93.816368
11683.781433	-95.509460
11684.454346	-109.409912
11685.127258	-95.902084
11685.800171	-91.058723
11686.473083	-98.719070
11687.145996	-100.497986
11687.818909	-101.241310
11688.491821	-99.610909
11689.164734	-92.976021
11689.837646	-91.250214
11690.510559	-95.082245
11691.183472	-100.275742
11691.856384	-98.557968
11692.529297	-93.980568
11693.202209	-94.784195
11693.875122	-95.694298
11694.548035	-94.740372
11695.220947	-99.231339
11695.893860	-96.978661
11696.566772	-101.902222
11697.239685	-96.214630
11697.912598	-101.064407
11698.585510	-99.680199
11699.258423	-96.178551
11699.931335	-94.385338
11700.604248	-96.234558
11701.277161	-103.358208
11701.950073	-101.708580
11702.622986	-98.606049
11703.295898	-100.437233
11703.968811	-108.492126
11704.641724	-107.719482
11705.314636	-108.296989
11705.987549	-97.528900
11706.660461	-94.858490
11707.333374	-98.254074
11708.006287	-102.535255
11708.679199	-107.164665
11709.352112	-98.609528
11710.025024	-96.654175
11710.697937	-108.372856
11711.370850	-97.649109
11712.043762	-94.994888
11712.716675	-95.708298
11713.389587	-95.434319
11714.062500	-104.214378
11714.735413	-101.679070
11715.408325	-109.453743
11716.081238	-101.601242
11716.754150	-96.319420
11717.427063	-101.698975
11718.099976	-105.366348
11718.772888	-99.196945
11719.445801	-103.197517
11720.118713	-101.783157
11720.791626	-97.953728
11721.464539	-119.213890
11722.137451	-101.376213
11722.810364	-97.731560
11723.483276	-97.926064
11724.156189	-97.800362
11724.829102	-96.936172
11725.502014	-97.522034
11726.174927	-99.786621
11726.847839	-101.908691
11727.520752	-99.792480
11728.193665	-101.653511
11728.866577	-105.885872
11729.539490	-110.746506
11730.212402	-106.325859
11730.885315	-111.413483
11731.558228	-105.587547
11732.231140	-111.338814
11732.904053	-98.753754
11733.576965	-103.408165
11734.249878	-105.652489
11734.922791	-96.500763
11735.595703	-98.961510
11736.268616	-100.133820
11736.941528	-103.458206
11737.614441	-105.902664
11738.287354	-110.136307
11738.960266	-99.198204
11739.633179	-96.282318
11740.306091	-97.389618
11740.979004	-93.928123
11741.651917	-97.001419
11742.324829	-106.234154
11742.997742	-100.853455
11743.670654	-97.563919
11744.343567	-98.932358
11745.016479	-100.791893
11745.689392	-118.252785
11746.362305	-106.027740
11747.035217	-102.221176
11747.708130	-104.978325
11748.381042	-106.146301
11749.053955	-111.621933
11749.726868	-103.201561
11750.399780	-108.382591
11751.072693	-105.743828
11751.745605	-123.209076
11752.418518	-97.952499
11753.091431	-99.593987
11753.764343	-98.149445
11754.437256	-101.042923
11755.110168	-114.954559
11755.783081	-109.898048
11756.455994	-111.433151
11757.128906	-109.804138
11757.801819	-115.407936
11758.474731	-103.359711
